"face_id","x","y","w","h","annot_type_id"
"50372","429","1035","778","778","1"
"50373","150","89","186","186","1"
"50374","214","863","186","186","1"
"50376","76","169","105","105","1"
"50377","227","276","260","260","1"
"50379","11","29","186","186","1"
"50380","193","86","87","87","1"
"50381","5","76","99","99","1"
"50382","306","184","97","97","1"
"50384","1618","900","974","974","1"
"50385","245","134","72","72","1"
"50386","159","77","318","318","1"
"50387","572","224","317","317","1"
"50389","473","161","121","121","1"
"50390","986","223","539","539","1"
"50391","335","190","156","156","1"
"50392","95","315","77","77","1"
"50393","233","98","67","67","1"
"50394","368","167","96","96","1"
"50395","138","172","154","154","1"
"50397","172","60","205","205","1"
"50398","155","116","185","185","1"
"50399","9","90","216","216","1"
"50400","142","290","148","148","1"
"50401","314","351","373","373","1"
"50402","62","220","617","617","1"
"50403","121","99","191","191","1"
"50404","40","71","140","140","1"
"50405","239","26","147","147","1"
"50406","27","494","948","948","1"
"50407","120","3","259","259","1"
"50408","207","8","68","68","1"
"50409","-72","589","1344","1344","1"
"50410","47","71","159","159","1"
"50411","140","128","145","145","1"
"50412","-13","510","1389","1389","1"
"50414","148","153","161","161","1"
"50415","93","44","82","82","1"
"50416","168","84","194","194","1"
"50417","177","208","105","105","1"
"50418","423","101","122","122","1"
"50419","929","527","833","833","1"
"50420","249","54","204","204","1"
"50421","221","-30","140","140","1"
"50422","82","35","271","271","1"
"50423","130","155","123","123","1"
"50424","93","195","112","112","1"
"50425","57","106","290","290","1"
"50426","107","198","116","116","1"
"50427","156","31","145","145","1"
"50428","-218","189","817","817","1"
"50429","-34","337","532","532","1"
"50430","48","147","261","261","1"
"50431","261","219","197","197","1"
"50432","118","107","166","166","1"
"50433","45","35","370","370","1"
"50434","1999","532","421","421","1"
"50435","166","95","213","213","1"
"50436","185","132","178","178","1"
"50437","225","131","92","92","1"
"50438","86","208","381","381","1"
"50439","899","610","1633","1633","1"
"50441","291","76","75","75","1"
"50442","238","138","198","198","1"
"50443","107","121","101","101","1"
"50445","168","56","114","114","1"
"50446","171","68","87","87","1"
"50447","100","59","87","87","1"
"50448","86","160","207","207","1"
"50449","159","609","237","237","1"
"50450","42","302","205","205","1"
"50451","191","110","78","78","1"
"50452","179","461","665","665","1"
"50453","17","80","122","122","1"
"50454","246","61","207","207","1"
"50455","342","126","168","168","1"
"50456","244","103","82","82","1"
"50457","116","96","285","285","1"
"50458","116","52","135","135","1"
"50459","40","79","139","139","1"
"50460","16","383","530","530","1"
"50461","68","41","206","206","1"
"50462","212","519","489","489","1"
"50463","224","71","95","95","1"
"50464","255","75","111","111","1"
"50465","210","65","50","50","1"
"50466","892","609","643","643","1"
"50467","368","254","100","100","1"
"50468","1569","785","711","711","1"
"50469","317","87","126","126","1"
"50470","208","95","188","188","1"
"50471","217","87","90","90","1"
"50472","6","437","538","538","1"
"50473","67","35","111","111","1"
"50474","113","145","132","132","1"
"50475","93","105","151","151","1"
"50476","108","68","256","256","1"
"50477","278","110","384","384","1"
"50478","462","87","294","294","1"
"50479","129","92","105","105","1"
"50480","196","36","72","72","1"
"50481","44","70","181","181","1"
"50482","266","127","124","124","1"
"50483","443","447","391","391","1"
"50484","478","519","1111","1111","1"
"50485","75","67","92","92","1"
"50486","77","203","172","172","1"
"50487","80","82","135","135","1"
"50488","94","70","56","56","1"
"50489","163","88","86","86","1"
"50490","56","42","255","255","1"
"50491","304","98","100","100","1"
"50493","65","70","129","129","1"
"50494","24","49","230","230","1"
"50495","551","768","1364","1364","1"
"50496","1261","779","1718","1718","1"
"50497","665","229","349","349","1"
"50498","365","1030","502","502","1"
"50500","571","547","484","484","1"
"50501","-65","309","661","661","1"
"50502","68","-6","213","213","1"
"50503","696","616","446","446","1"
"50504","296","841","1741","1741","1"
"50505","186","141","63","63","1"
"50506","109","98","113","113","1"
"50507","169","156","339","339","1"
"50508","210","98","1665","1665","1"
"50509","326","168","209","209","1"
"50510","87","164","96","96","1"
"50511","179","-27","291","291","1"
"50512","-203","113","990","990","1"
"50513","272","145","119","119","1"
"50514","116","106","195","195","1"
"50515","145","64","108","108","1"
"50516","59","216","94","94","1"
"50517","1373","850","725","725","1"
"50518","97","67","173","173","1"
"50519","395","194","189","189","1"
"50520","2149","498","490","490","1"
"50521","226","124","377","377","1"
"50522","140","58","116","116","1"
"50523","79","156","271","271","1"
"50524","195","102","163","163","1"
"50525","73","46","129","129","1"
"50526","59","140","183","183","1"
"50527","150","190","55","55","1"
"50528","291","82","54","54","1"
"50529","284","115","154","154","1"
"50530","178","113","69","69","1"
"50531","1879","-94","1021","1021","1"
"50532","-198","427","856","856","1"
"50533","-121","816","2503","2503","1"
"50534","86","207","229","229","1"
"50535","-4","212","584","584","1"
"50537","62","147","265","265","1"
"50538","293","304","307","307","1"
"50539","66","84","171","171","1"
"50540","263","180","297","297","1"
"50541","300","190","133","133","1"
"50542","167","100","164","164","1"
"50543","294","68","111","111","1"
"50544","253","94","63","63","1"
"50545","118","125","130","130","1"
"50547","119","80","114","114","1"
"50548","56","65","89","89","1"
"50549","123","218","88","88","1"
"50550","151","186","1772","1772","1"
"50551","-176","89","1085","1085","1"
"50552","93","150","95","95","1"
"50553","-46","74","272","272","1"
"50554","38","55","220","220","1"
"50555","374","654","300","300","1"
"50556","-34","439","1360","1360","1"
"50557","246","144","118","118","1"
"50558","954","179","425","425","1"
"50559","93","91","168","168","1"
"50560","164","75","103","103","1"
"50561","326","671","277","277","1"
"50562","911","556","726","726","1"
"50563","187","166","104","104","1"
"50565","140","114","64","64","1"
"50566","48","213","271","271","1"
"50567","-63","141","277","277","1"
"50568","916","651","995","995","1"
"50569","418","306","222","222","1"
"50570","167","202","149","149","1"
"50571","288","101","150","150","1"
"50572","340","185","155","155","1"
"50573","132","92","118","118","1"
"50574","179","147","106","106","1"
"50575","185","144","184","184","1"
"50576","110","64","190","190","1"
"50577","142","71","101","101","1"
"50578","269","60","139","139","1"
"50579","109","116","124","124","1"
"50580","177","61","210","210","1"
"50581","177","40","82","82","1"
"50582","203","117","330","330","1"
"50583","70","150","155","155","1"
"50584","169","109","175","175","1"
"50585","293","132","70","70","1"
"50586","145","91","184","184","1"
"50587","229","257","236","236","1"
"50588","263","-93","2056","2056","1"
"50589","719","379","590","590","1"
"50590","264","72","156","156","1"
"50591","349","119","73","73","1"
"50592","1746","685","931","931","1"
"50594","78","48","122","122","1"
"50595","148","229","324","324","1"
"50596","349","226","141","141","1"
"50597","53","117","142","142","1"
"50598","175","46","554","554","1"
"50600","126","157","117","117","1"
"50601","279","31","217","217","1"
"50603","219","166","173","173","1"
"50604","240","114","98","98","1"
"50605","51","106","74","74","1"
"50606","121","80","98","98","1"
"50607","258","23","89","89","1"
"50608","-2","259","236","236","1"
"50609","1436","303","397","397","1"
"50610","604","224","274","274","1"
"50611","226","271","209","209","1"
"50612","148","6","92","92","1"
"50613","336","135","202","202","1"
"50614","39","101","316","316","1"
"50615","306","147","134","134","1"
"50616","982","581","505","505","1"
"50617","613","249","125","125","1"
"50618","225","36","49","49","1"
"50619","484","136","176","176","1"
"50621","196","96","104","104","1"
"50622","103","65","237","237","1"
"50623","519","588","688","688","1"
"50624","1853","830","692","692","1"
"50625","302","214","68","68","1"
"50626","358","55","107","107","1"
"50627","-14","129","284","284","1"
"50628","358","251","257","257","1"
"50629","204","190","208","208","1"
"50630","168","134","226","226","1"
"50632","201","132","122","122","1"
"50633","122","194","77","77","1"
"50634","272","109","458","458","1"
"50635","253","49","111","111","1"
"50637","293","101","94","94","1"
"50638","266","133","129","129","1"
"50639","190","186","140","140","1"
"50640","175","135","62","62","1"
"50641","548","149","267","267","1"
"50642","4","86","705","705","1"
"50643","654","131","83","83","1"
"50644","76","46","66","66","1"
"50645","-79","51","754","754","1"
"50646","217","195","57","57","1"
"50648","-30","-43","474","474","1"
"50649","166","86","224","224","1"
"50650","102","84","275","275","1"
"50651","148","201","216","216","1"
"50652","70","229","294","294","1"
"50653","105","153","202","202","1"
"50654","-63","446","668","668","1"
"50655","186","433","137","137","1"
"50656","996","492","128","128","1"
"50657","145","44","51","51","1"
"50658","28","143","188","188","1"
"50659","1100","289","417","417","1"
"50660","2","192","822","822","1"
"50661","187","72","205","205","1"
"50662","153","61","140","140","1"
"50663","185","21","92","92","1"
"50664","9","175","354","354","1"
"50665","83","59","129","129","1"
"50666","1105","460","1184","1184","1"
"50667","64","1","522","522","1"
"50668","180","96","185","185","1"
"50669","206","132","72","72","1"
"50670","274","95","178","178","1"
"50671","235","74","158","158","1"
"50672","223","41","128","128","1"
"50673","137","124","173","173","1"
"50674","13","182","215","215","1"
"50675","216","407","788","788","1"
"50676","187","57","85","85","1"
"50677","40","-21","399","399","1"
"50678","237","172","331","331","1"
"50679","200","89","265","265","1"
"50680","275","71","96","96","1"
"50681","13","209","373","373","1"
"50682","286","98","162","162","1"
"50683","83","146","234","234","1"
"50684","132","206","71","71","1"
"50685","124","462","659","659","1"
"50686","792","406","462","462","1"
"50688","43","74","536","536","1"
"50689","13","107","229","229","1"
"50690","147","93","85","85","1"
"50691","49","71","221","221","1"
"50692","131","235","66","66","1"
"50693","22","34","260","260","1"
"50694","138","103","118","118","1"
"50695","153","115","59","59","1"
"50697","190","164","210","210","1"
"50698","163","268","240","240","1"
"50699","214","111","204","204","1"
"50700","865","190","221","221","1"
"50701","378","828","354","354","1"
"50702","292","300","704","704","1"
"50703","321","210","841","841","1"
"50704","371","188","139","139","1"
"50705","337","223","214","214","1"
"50706","126","71","141","141","1"
"50707","-187","790","2565","2565","1"
"50708","918","886","1863","1863","1"
"50709","268","121","135","135","1"
"50710","151","-17","353","353","1"
"50711","124","93","212","212","1"
"50712","106","35","229","229","1"
"50713","417","112","53","53","1"
"50714","179","81","76","76","1"
"50715","270","168","109","109","1"
"50716","60","37","186","186","1"
"50717","447","551","975","975","1"
"50718","-913","921","2071","2071","1"
"50719","412","161","166","166","1"
"50720","132","138","97","97","1"
"50721","457","100","225","225","1"
"50722","116","103","174","174","1"
"50723","160","49","213","213","1"
"50726","-26","125","196","196","1"
"50727","-14","206","264","264","1"
"50728","42","111","200","200","1"
"50729","430","250","906","906","1"
"50731","885","460","526","526","1"
"50732","125","62","251","251","1"
"50733","136","103","194","194","1"
"50734","-21","109","144","144","1"
"50735","548","158","142","142","1"
"50736","1594","853","1058","1058","1"
"50738","106","51","90","90","1"
"50739","310","162","213","213","1"
"50740","-13","182","297","297","1"
"50741","55","142","130","130","1"
"50742","166","153","322","322","1"
"50743","299","216","413","413","1"
"50744","412","116","372","372","1"
"50745","108","100","64","64","1"
"50746","-66","88","275","275","1"
"50747","116","117","108","108","1"
"50748","129","202","263","263","1"
"50749","-8","224","451","451","1"
"50750","81","13","317","317","1"
"50751","173","92","87","87","1"
"50752","371","130","54","54","1"
"50753","202","117","93","93","1"
"50754","70","141","286","286","1"
"50755","256","107","104","104","1"
"50756","272","111","314","314","1"
"50757","497","170","1978","1978","1"
"50758","305","185","82","82","1"
"50759","199","45","96","96","1"
"50760","234","104","374","374","1"
"50761","92","51","80","80","1"
"50762","746","332","430","430","1"
"50763","395","254","147","147","1"
"50764","855","244","993","993","1"
"50765","56","37","128","128","1"
"50768","17","93","141","141","1"
"50769","411","302","289","289","1"
"50770","322","68","49","49","1"
"50771","135","406","254","254","1"
"50772","234","129","146","146","1"
"50773","539","22","119","119","1"
"50774","234","237","239","239","1"
"50775","151","114","194","194","1"
"50776","49","169","478","478","1"
"50777","42","113","208","208","1"
"50779","351","227","140","140","1"
"50780","182","127","100","100","1"
"50781","156","114","126","126","1"
"50782","727","705","1538","1538","1"
"50783","122","189","85","85","1"
"50784","79","98","129","129","1"
"50785","237","391","215","215","1"
"50786","66","116","181","181","1"
"50787","943","656","1153","1153","1"
"50788","231","81","367","367","1"
"50789","126","75","169","169","1"
"50790","260","182","549","549","1"
"50791","133","66","180","180","1"
"50792","163","54","156","156","1"
"50793","241","94","91","91","1"
"50795","-40","-51","552","552","1"
"50796","32","166","305","305","1"
"50797","888","262","226","226","1"
"50798","219","238","397","397","1"
"50799","211","293","425","425","1"
"50800","98","163","222","222","1"
"50801","137","74","181","181","1"
"50802","316","85","113","113","1"
"50803","105","-9","261","261","1"
"50804","1082","626","307","307","1"
"50805","72","132","259","259","1"
"50806","111","48","106","106","1"
"50807","105","78","73","73","1"
"50808","10","56","114","114","1"
"50809","45","69","90","90","1"
"50810","169","86","132","132","1"
"50811","481","332","197","197","1"
"50812","504","478","549","549","1"
"50813","1051","672","1307","1307","1"
"50814","81","139","170","170","1"
"50815","203","119","98","98","1"
"50816","212","105","155","155","1"
"50817","573","673","413","413","1"
"50819","86","87","111","111","1"
"50820","100","202","128","128","1"
"50821","355","844","1180","1180","1"
"50822","203","108","163","163","1"
"50824","129","60","90","90","1"
"50825","200","161","95","95","1"
"50826","579","86","198","198","1"
"50827","79","56","117","117","1"
"50828","222","77","170","170","1"
"50829","97","109","255","255","1"
"50830","503","82","488","488","1"
"50831","200","184","368","368","1"
"50832","171","112","76","76","1"
"50833","116","37","207","207","1"
"50834","51","20","332","332","1"
"50835","218","174","136","136","1"
"50836","92","219","442","442","1"
"50838","208","369","450","450","1"
"50839","29","175","275","275","1"
"50840","262","83","157","157","1"
"50841","244","79","141","141","1"
"50842","615","1100","800","800","1"
"50843","153","119","127","127","1"
"50844","155","116","115","115","1"
"50846","192","292","178","178","1"
"50847","320","246","205","205","1"
"50848","502","223","349","349","1"
"50849","1007","538","352","352","1"
"50850","157","117","78","78","1"
"50851","-88","124","856","856","1"
"50852","199","559","307","307","1"
"50853","-40","31","769","769","1"
"50854","55","-14","272","272","1"
"50855","320","302","184","184","1"
"50856","539","339","230","230","1"
"50857","1212","527","592","592","1"
"50858","331","140","143","143","1"
"50859","81","78","232","232","1"
"50860","2","162","228","228","1"
"50861","37","139","187","187","1"
"50862","349","46","130","130","1"
"50863","44","206","181","181","1"
"50864","107","77","192","192","1"
"50865","409","828","1603","1603","1"
"50866","263","467","170","170","1"
"50867","134","146","97","97","1"
"50868","475","239","461","461","1"
"50869","224","224","546","546","1"
"50870","382","122","420","420","1"
"50871","75","94","210","210","1"
"50872","287","86","43","43","1"
"50873","14","67","188","188","1"
"50874","167","53","79","79","1"
"50875","97","85","123","123","1"
"50876","136","174","156","156","1"
"50878","69","86","63","63","1"
"50879","105","73","110","110","1"
"50880","-77","63","453","453","1"
"50881","46","107","173","173","1"
"50882","163","108","158","158","1"
"50883","186","160","98","98","1"
"50884","256","216","220","220","1"
"50885","473","239","307","307","1"
"50886","77","92","210","210","1"
"50887","-11","149","309","309","1"
"50888","121","127","102","102","1"
"50889","139","118","154","154","1"
"50890","578","242","154","154","1"
"50891","498","70","480","480","1"
"50892","181","133","104","104","1"
"50893","706","472","154","154","1"
"50894","446","136","363","363","1"
"50895","60","124","218","218","1"
"50896","117","96","212","212","1"
"50897","149","100","64","64","1"
"50898","37","-8","384","384","1"
"50899","187","108","115","115","1"
"50900","246","105","194","194","1"
"50901","246","246","614","614","1"
"50902","134","69","96","96","1"
"50903","12","78","270","270","1"
"50904","97","55","273","273","1"
"50905","80","11","192","192","1"
"50906","177","291","160","160","1"
"50907","186","71","72","72","1"
"50908","474","327","365","365","1"
"50909","200","234","304","304","1"
"50911","199","39","460","460","1"
"50912","195","416","184","184","1"
"50913","385","97","548","548","1"
"50914","1162","492","421","421","1"
"50915","-9","299","574","574","1"
"50916","1380","843","921","921","1"
"50917","525","214","280","280","1"
"50918","125","99","606","606","1"
"50919","793","644","746","746","1"
"50921","827","67","799","799","1"
"50922","464","1296","1389","1389","1"
"50923","335","1275","1502","1502","1"
"50924","640","981","1100","1100","1"
"50925","88","124","101","101","1"
"50927","-2","855","1505","1505","1"
"50928","254","137","216","216","1"
"50929","1032","650","408","408","1"
"50930","288","181","190","190","1"
"50931","197","94","142","142","1"
"50932","166","218","118","118","1"
"50933","103","143","215","215","1"
"50935","99","153","114","114","1"
"50936","244","93","121","121","1"
"50937","248","41","143","143","1"
"50938","198","120","85","85","1"
"50939","-27","127","286","286","1"
"50940","393","393","366","366","1"
"50941","69","93","153","153","1"
"50942","651","348","334","334","1"
"50943","-39","537","711","711","1"
"50944","-4","128","196","196","1"
"50945","150","230","342","342","1"
"50946","189","130","130","130","1"
"50947","216","37","922","922","1"
"50948","32","82","259","259","1"
"50949","193","90","139","139","1"
"50950","428","202","188","188","1"
"50951","116","231","387","387","1"
"50952","89","119","222","222","1"
"50953","521","74","142","142","1"
"50954","166","64","118","118","1"
"50955","61","74","129","129","1"
"50956","246","175","180","180","1"
"50957","-34","87","376","376","1"
"50958","-75","9","273","273","1"
"50959","263","570","232","232","1"
"50960","134","237","320","320","1"
"50961","1412","720","640","640","1"
"50962","539","394","312","312","1"
"50963","148","112","119","119","1"
"50964","52","116","113","113","1"
"50966","759","427","545","545","1"
"50967","-32","20","365","365","1"
"50968","814","1007","1111","1111","1"
"50969","1878","326","381","381","1"
"50970","162","61","186","186","1"
"50971","543","159","241","241","1"
"50973","173","109","60","60","1"
"50974","112","-23","793","793","1"
"50975","56","46","308","308","1"
"50976","135","95","58","58","1"
"50977","995","286","1347","1347","1"
"50978","61","111","143","143","1"
"50979","8","174","248","248","1"
"50980","483","339","99","99","1"
"50981","158","52","101","101","1"
"50982","78","76","75","75","1"
"50983","238","75","39","39","1"
"50984","104","180","53","53","1"
"50985","272","228","74","74","1"
"50986","772","361","482","482","1"
"50987","183","96","94","94","1"
"50988","878","525","1715","1715","1"
"50989","279","429","143","143","1"
"50990","189","86","75","75","1"
"50991","244","5","211","211","1"
"50992","331","158","325","325","1"
"50993","302","468","207","207","1"
"50994","172","338","1015","1015","1"
"50995","2069","1054","849","849","1"
"50996","0","192","828","828","1"
"50997","207","90","145","145","1"
"50998","-56","167","258","258","1"
"50999","110","69","115","115","1"
"51000","55","35","123","123","1"
"51001","170","44","82","82","1"
"51002","712","434","614","614","1"
"51003","76","17","347","347","1"
"51004","76","63","136","136","1"
"51006","12","163","240","240","1"
"51007","462","293","333","333","1"
"51008","527","369","1249","1249","1"
"51009","100","65","105","105","1"
"51010","77","22","305","305","1"
"51011","227","158","94","94","1"
"51012","294","190","299","299","1"
"51013","34","173","649","649","1"
"51014","145","188","83","83","1"
"51015","394","413","461","461","1"
"51016","203","126","373","373","1"
"51017","218","81","88","88","1"
"51018","133","55","194","194","1"
"51019","98","233","236","236","1"
"51020","390","108","232","232","1"
"51021","185","225","112","112","1"
"51022","47","90","186","186","1"
"51023","154","238","293","293","1"
"51024","291","189","327","327","1"
"51025","163","92","97","97","1"
"51026","1187","-11","1929","1929","1"
"51027","300","444","179","179","1"
"51028","155","238","477","477","1"
"51029","336","265","227","227","1"
"51030","349","214","198","198","1"
"51031","98","75","137","137","1"
"51032","1245","362","511","511","1"
"51033","241","70","140","140","1"
"51034","122","-19","192","192","1"
"51035","83","67","41","41","1"
"51036","378","128","283","283","1"
"51037","118","95","129","129","1"
"51038","389","106","488","488","1"
"51039","501","196","245","245","1"
"51040","77","82","148","148","1"
"51041","272","111","119","119","1"
"51042","718","178","546","546","1"
"51043","98","68","37","37","1"
"51044","231","181","375","375","1"
"51045","55","209","106","106","1"
"51046","76","102","123","123","1"
"51047","395","672","1348","1348","1"
"51048","-47","109","1293","1293","1"
"51049","45","15","191","191","1"
"51050","61","201","418","418","1"
"51051","81","143","158","158","1"
"51052","245","109","148","148","1"
"51053","639","818","636","636","1"
"51054","449","109","83","83","1"
"51055","296","618","64","64","1"
"51056","-274","389","1977","1977","1"
"51057","156","150","162","162","1"
"51058","251","108","73","73","1"
"51059","189","60","81","81","1"
"51060","170","28","286","286","1"
"51061","76","152","45","45","1"
"51062","131","104","92","92","1"
"51065","299","69","399","399","1"
"51066","279","196","159","159","1"
"51067","60","15","286","286","1"
"51068","44","184","215","215","1"
"51069","486","167","205","205","1"
"51070","132","125","128","128","1"
"51071","179","17","99","99","1"
"51072","516","167","238","238","1"
"51073","-76","105","282","282","1"
"51074","143","95","182","182","1"
"51076","415","351","323","323","1"
"51078","920","913","482","482","1"
"51080","477","173","1417","1417","1"
"51081","334","406","305","305","1"
"51082","172","481","340","340","1"
"51083","406","404","226","226","1"
"51084","43","134","208","208","1"
"51085","128","46","95","95","1"
"51086","-6","115","259","259","1"
"51087","261","190","228","228","1"
"51088","72","154","158","158","1"
"51089","322","77","117","117","1"
"51090","195","251","244","244","1"
"51091","67","124","166","166","1"
"51092","152","155","138","138","1"
"51093","130","125","109","109","1"
"51094","35","223","279","279","1"
"51095","90","116","199","199","1"
"51096","156","180","252","252","1"
"51097","26","247","403","403","1"
"51098","158","59","97","97","1"
"51099","61","1297","2081","2081","1"
"51100","147","150","460","460","1"
"51101","484","299","182","182","1"
"51102","121","77","127","127","1"
"51103","188","78","173","173","1"
"51104","20","425","1049","1049","1"
"51105","-1","173","208","208","1"
"51106","144","414","1410","1410","1"
"51107","199","98","102","102","1"
"51108","465","59","120","120","1"
"51109","8","344","649","649","1"
"51110","76","120","227","227","1"
"51111","335","304","171","171","1"
"51112","172","127","157","157","1"
"51113","159","63","243","243","1"
"51115","186","191","171","171","1"
"51116","286","201","245","245","1"
"51117","289","465","153","153","1"
"51118","108","162","72","72","1"
"51119","51","495","807","807","1"
"51120","67","128","173","173","1"
"51121","33","142","132","132","1"
"51122","385","204","73","73","1"
"51123","160","122","201","201","1"
"51124","131","223","370","370","1"
"51125","110","300","291","291","1"
"51127","254","180","253","253","1"
"51129","137","205","234","234","1"
"51130","121","209","416","416","1"
"51131","269","53","105","105","1"
"51132","250","397","724","724","1"
"51133","-46","113","383","383","1"
"51134","297","375","99","99","1"
"51135","28","10","281","281","1"
"51136","62","221","416","416","1"
"51139","-206","-396","2206","2206","1"
"51140","155","87","400","400","1"
"51141","221","188","88","88","1"
"51142","98","41","264","264","1"
"51143","278","41","30","30","1"
"51144","59","109","331","331","1"
"51145","214","76","87","87","1"
"51146","202","113","61","61","1"
"51147","152","297","122","122","1"
"51148","34","142","223","223","1"
"51149","317","215","325","325","1"
"51150","-33","103","267","267","1"
"51151","-63","-17","366","366","1"
"51152","98","155","349","349","1"
"51153","138","108","367","367","1"
"51154","268","129","237","237","1"
"51155","215","108","498","498","1"
"51156","-5","77","402","402","1"
"51157","609","508","839","839","1"
"51158","-2","19","167","167","1"
"51159","247","169","256","256","1"
"51160","88","98","191","191","1"
"51161","53","64","334","334","1"
"51162","-165","-11","842","842","1"
"51163","318","182","344","344","1"
"51164","114","112","211","211","1"
"51165","92","128","236","236","1"
"51166","-121","205","1399","1399","1"
"51167","62","32","265","265","1"
"51168","60","94","200","200","1"
"51169","47","43","198","198","1"
"51170","-281","-12","594","594","1"
"51171","189","82","122","122","1"
"51172","383","344","719","719","1"
"51173","123","725","636","636","1"
"51174","-224","254","528","528","1"
"51175","-117","66","337","337","1"
"51176","365","778","575","575","1"
"51177","82","56","317","317","1"
"51178","150","-41","190","190","1"
"51179","606","247","979","979","1"
"51180","16","62","171","171","1"
"51181","144","10","206","206","1"
"51182","187","133","175","175","1"
"51183","276","207","125","125","1"
"51184","54","126","248","248","1"
"51185","24","149","265","265","1"
"51186","234","350","295","295","1"
"51188","45","79","137","137","1"
"51189","80","123","141","141","1"
"51190","111","131","147","147","1"
"51191","77","128","265","265","1"
"51192","241","253","401","401","1"
"51193","88","128","583","583","1"
"51194","1073","378","851","851","1"
"51195","119","92","78","78","1"
"51196","278","386","297","297","1"
"51197","86","168","105","105","1"
"51198","349","175","322","322","1"
"51199","64","83","183","183","1"
"51200","289","91","46","46","1"
"51201","67","1075","1979","1979","1"
"51202","12","-15","301","301","1"
"51203","191","89","304","304","1"
"51204","96","93","115","115","1"
"51205","67","104","133","133","1"
"51206","64","128","307","307","1"
"51208","16","254","342","342","1"
"51210","301","116","470","470","1"
"51211","525","410","1219","1219","1"
"51212","181","330","197","197","1"
"51213","124","106","148","148","1"
"51214","932","885","1247","1247","1"
"51215","317","161","187","187","1"
"51216","95","208","64","64","1"
"51217","1004","114","114","114","1"
"51218","682","335","480","480","1"
"51219","596","232","354","354","1"
"51220","102","103","160","160","1"
"51221","291","130","152","152","1"
"51222","328","40","54","54","1"
"51223","163","94","204","204","1"
"51224","197","95","85","85","1"
"51225","117","114","122","122","1"
"51226","439","285","140","140","1"
"51227","76","282","145","145","1"
"51228","-1","49","301","301","1"
"51229","187","229","255","255","1"
"51230","133","128","109","109","1"
"51231","111","208","55","55","1"
"51232","266","657","155","155","1"
"51233","23","105","176","176","1"
"51234","784","269","263","263","1"
"51235","972","529","338","338","1"
"51236","1816","1280","518","518","1"
"51237","441","203","153","153","1"
"51238","35","114","187","187","1"
"51239","160","37","72","72","1"
"51240","361","143","325","325","1"
"51241","75","125","113","113","1"
"51242","224","207","90","90","1"
"51243","331","84","123","123","1"
"51244","186","120","112","112","1"
"51246","-73","591","885","885","1"
"51247","366","159","292","292","1"
"51248","186","157","210","210","1"
"51249","343","30","65","65","1"
"51250","973","377","887","887","1"
"51251","5","496","533","533","1"
"51252","321","145","146","146","1"
"51253","42","88","245","245","1"
"51254","-93","327","590","590","1"
"51255","126","276","357","357","1"
"51256","158","160","106","106","1"
"51257","59","229","386","386","1"
"51259","102","115","184","184","1"
"51260","163","62","118","118","1"
"51261","529","190","93","93","1"
"51262","357","99","162","162","1"
"51263","193","66","164","164","1"
"51264","284","235","364","364","1"
"51266","103","50","93","93","1"
"51267","131","55","80","80","1"
"51268","68","69","238","238","1"
"51269","576","226","326","326","1"
"51270","264","112","108","108","1"
"51273","51","145","215","215","1"
"51274","154","30","518","518","1"
"51275","97","81","155","155","1"
"51276","85","118","61","61","1"
"51277","428","149","136","136","1"
"51278","1019","470","1124","1124","1"
"51280","1452","861","583","583","1"
"51281","71","430","698","698","1"
"51282","552","461","149","149","1"
"51283","245","171","216","216","1"
"51284","529","15","133","133","1"
"51285","49","87","327","327","1"
"51286","575","182","109","109","1"
"51287","-2","4","452","452","1"
"51288","611","79","170","170","1"
"51289","390","287","217","217","1"
"51290","228","450","317","317","1"
"51292","346","216","357","357","1"
"51293","75","97","77","77","1"
"51294","156","552","1371","1371","1"
"51295","952","257","501","501","1"
"51296","195","217","154","154","1"
"51297","220","52","613","613","1"
"51298","8","120","266","266","1"
"51299","96","96","209","209","1"
"51300","200","69","30","30","1"
"51302","331","519","499","499","1"
"51303","208","151","47","47","1"
"51304","382","142","195","195","1"
"51305","934","494","1560","1560","1"
"51306","223","16","670","670","1"
"51307","295","120","491","491","1"
"51308","59","228","349","349","1"
"51309","317","194","80","80","1"
"51310","314","167","181","181","1"
"51312","106","115","236","236","1"
"51313","1575","449","1446","1446","1"
"51314","-20","126","678","678","1"
"51316","422","146","356","356","1"
"51317","722","562","550","550","1"
"51318","470","114","90","90","1"
"51319","136","78","174","174","1"
"51320","162","99","146","146","1"
"51321","196","55","178","178","1"
"51322","82","105","118","118","1"
"51324","464","237","288","288","1"
"51325","195","72","57","57","1"
"51326","122","125","135","135","1"
"51327","27","88","515","515","1"
"51328","80","128","187","187","1"
"51329","11","110","312","312","1"
"51330","152","93","328","328","1"
"51331","407","158","279","279","1"
"51332","457","302","500","500","1"
"51333","203","87","213","213","1"
"51334","25","129","233","233","1"
"51335","72","95","189","189","1"
"51336","99","118","102","102","1"
"51337","234","56","74","74","1"
"51338","278","159","116","116","1"
"51339","257","129","127","127","1"
"51340","172","169","185","185","1"
"51341","300","158","319","319","1"
"51342","314","150","147","147","1"
"51344","986","328","1046","1046","1"
"51345","81","64","87","87","1"
"51347","131","73","91","91","1"
"51348","-263","402","584","584","1"
"51349","110","111","208","208","1"
"51350","-53","127","334","334","1"
"51351","-295","758","2149","2149","1"
"51352","219","69","47","47","1"
"51353","362","485","464","464","1"
"51354","166","74","147","147","1"
"51356","88","88","155","155","1"
